Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),FIRST_POINT,LAST_POINT,CC2CV_POINT,UNSAFE_POINT,WARNING_POINT,BMS_CONTORL_POINT,SMB_CONTORL_POINT,SIMLATION_POINT,PLUSE_POINT,SDL_POINT,IR_POINT,BURSTMODE_POINT,RESUME_POINT,SET_VALUABLE_POINT,SET_VALUE_POINT,DYNAMIC_CONTROL_ON,CURRENT_FILTER_OFF,POWER_MANAGE_FUNCTION_ON,CURRENT_COARSETUNE_OFF,CURRENT_FINETUNE_OFF,IR_VALUE_NULL,SIMU_CLAMPDIGITVOLT_ON,CURRENT_SOFTWARECLAMP_ON,POWER_SOFTWARECLAMP_ON
3555,09/06/2023 12:38:16.638,119.3066,8.9824,1,1,0,1.527343,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3556,09/06/2023 12:38:16.644,119.3123,8.9881,1,1,0,1.52738,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3557,09/06/2023 12:38:16.648,119.3169,8.9927,1,1,0,1.52738,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3558,09/06/2023 12:38:16.654,119.3221,8.9979,1,1,0,1.527383,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3559,09/06/2023 12:38:16.658,119.3267,9.0025,1,1,0,1.527387,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3560,09/06/2023 12:38:16.663,119.3314,9.0072,1,1,0,1.527392,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3561,09/06/2023 12:38:16.668,119.3361,9.0119,1,1,0,1.527393,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3562,09/06/2023 12:38:16.672,119.341,9.0168,1,1,0,1.527404,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3563,09/06/2023 12:38:16.679,119.3476,9.0234,1,1,0,1.527413,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3564,09/06/2023 12:38:16.684,119.3522,9.028,1,1,0,1.527412,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3565,09/06/2023 12:38:16.689,119.3571,9.0329,1,1,0,1.527415,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3566,09/06/2023 12:38:16.693,119.3617,9.0375,1,1,0,1.527408,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3567,09/06/2023 12:38:16.698,119.3667,9.0425,1,1,0,1.527404,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3568,09/06/2023 12:38:16.703,119.3713,9.0471,1,1,0,1.527411,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3569,09/06/2023 12:38:16.708,119.3764,9.0522,1,1,0,1.527411,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3570,09/06/2023 12:38:16.712,119.381,9.0568,1,1,0,1.527427,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3571,09/06/2023 12:38:16.717,119.3858,9.0616,1,1,0,1.527434,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3572,09/06/2023 12:38:16.722,119.3907,9.0665,1,1,0,1.527431,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3573,09/06/2023 12:38:16.727,119.3955,9.0713,1,1,0,1.527434,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3574,09/06/2023 12:38:16.733,119.4019,9.0777,1,1,0,1.527452,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3575,09/06/2023 12:38:16.738,119.4065,9.0823,1,1,0,1.527467,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3576,09/06/2023 12:38:16.743,119.4116,9.0874,1,1,0,1.527472,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3577,09/06/2023 12:38:16.748,119.4162,9.092,1,1,0,1.527481,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3578,09/06/2023 12:38:16.753,119.4213,9.0971,1,1,0,1.527479,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3579,09/06/2023 12:38:16.757,119.4258,9.1016,1,1,0,1.527482,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3580,09/06/2023 12:38:16.762,119.4307,9.1065,1,1,0,1.527482,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3581,09/06/2023 12:38:16.767,119.4355,9.1113,1,1,0,1.527471,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3582,09/06/2023 12:38:16.772,119.4403,9.1161,1,1,0,1.527464,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3583,09/06/2023 12:38:16.776,119.4449,9.1207,1,1,0,1.527463,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3584,09/06/2023 12:38:16.783,119.4515,9.1273,1,1,0,1.527459,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3585,09/06/2023 12:38:16.788,119.4563,9.1321,1,1,0,1.52745,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3586,09/06/2023 12:38:16.792,119.4609,9.1367,1,1,0,1.527448,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3587,09/06/2023 12:38:16.797,119.4658,9.1416,1,1,0,1.527446,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3588,09/06/2023 12:38:16.802,119.4705,9.1463,1,1,0,1.527459,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3589,09/06/2023 12:38:16.807,119.4755,9.1513,1,1,0,1.527476,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3590,09/06/2023 12:38:16.812,119.4801,9.1559,1,1,0,1.527487,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3591,09/06/2023 12:38:16.817,119.4852,9.161,1,1,0,1.52752,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3592,09/06/2023 12:38:16.821,119.4898,9.1656,1,1,0,1.527529,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3593,09/06/2023 12:38:16.826,119.4949,9.1707,1,1,0,1.527531,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3594,09/06/2023 12:38:16.831,119.4995,9.1753,1,1,0,1.527534,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3595,09/06/2023 12:38:16.836,119.5049,9.1807,1,1,0,1.527535,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3596,09/06/2023 12:38:16.841,119.5097,9.1855,1,1,0,1.527529,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3597,09/06/2023 12:38:16.846,119.5147,9.1905,1,1,0,1.52753,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3598,09/06/2023 12:38:16.851,119.5194,9.1952,1,1,0,1.527544,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3599,09/06/2023 12:38:16.856,119.5243,9.2001,1,1,0,1.527544,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3600,09/06/2023 12:38:16.860,119.529,9.2048,1,1,0,1.527542,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3601,09/06/2023 12:38:16.865,119.534,9.2098,1,1,0,1.527548,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3602,09/06/2023 12:38:16.870,119.5386,9.2144,1,1,0,1.527524,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3603,09/06/2023 12:38:16.875,119.5436,9.2194,1,1,0,1.527533,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3604,09/06/2023 12:38:16.880,119.5482,9.224,1,1,0,1.527548,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3605,09/06/2023 12:38:16.887,119.5554,9.2312,1,1,0,1.527555,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3606,09/06/2023 12:38:16.892,119.5603,9.2361,1,1,0,1.527563,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3607,09/06/2023 12:38:16.897,119.5651,9.2409,1,1,0,1.527564,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3608,09/06/2023 12:38:16.901,119.5697,9.2455,1,1,0,1.527551,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3609,09/06/2023 12:38:16.906,119.5747,9.2505,1,1,0,1.527554,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3610,09/06/2023 12:38:16.911,119.5793,9.2551,1,1,0,1.527562,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3611,09/06/2023 12:38:16.916,119.5844,9.2602,1,1,0,1.527559,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3612,09/06/2023 12:38:16.920,119.5889,9.2647,1,1,0,1.52758,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3613,09/06/2023 12:38:16.925,119.594,9.2698,1,1,0,1.527565,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3614,09/06/2023 12:38:16.930,119.5985,9.2743,1,1,0,1.527569,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3615,09/06/2023 12:38:16.935,119.6036,9.2794,1,1,0,1.527571,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3616,09/06/2023 12:38:16.941,119.6093,9.2851,1,1,0,1.527576,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3617,09/06/2023 12:38:16.945,119.6138,9.2896,1,1,0,1.527582,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3618,09/06/2023 12:38:16.950,119.6186,9.2944,1,1,0,1.527592,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3619,09/06/2023 12:38:16.955,119.6236,9.2994,1,1,0,1.527607,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3620,09/06/2023 12:38:16.960,119.6282,9.304,1,1,0,1.527606,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3621,09/06/2023 12:38:16.964,119.6329,9.3087,1,1,0,1.527617,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3622,09/06/2023 12:38:16.969,119.6378,9.3136,1,1,0,1.527616,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3623,09/06/2023 12:38:16.974,119.6426,9.3184,1,1,0,1.527621,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3624,09/06/2023 12:38:16.979,119.6476,9.3234,1,1,0,1.527632,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3625,09/06/2023 12:38:16.984,119.6522,9.328,1,1,0,1.527636,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3626,09/06/2023 12:38:16.991,119.6593,9.3351,1,1,0,1.527646,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3627,09/06/2023 12:38:16.996,119.6644,9.3402,1,1,0,1.527665,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3628,09/06/2023 12:38:17.000,119.6685,9.3443,1,1,0,1.52767,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3629,09/06/2023 12:38:17.005,119.6732,9.349,1,1,0,1.527659,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3630,09/06/2023 12:38:17.009,119.6778,9.3536,1,1,0,1.527668,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3631,09/06/2023 12:38:17.014,119.6826,9.3584,1,1,0,1.527659,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3632,09/06/2023 12:38:17.019,119.6876,9.3634,1,1,0,1.527656,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3633,09/06/2023 12:38:17.024,119.6922,9.368,1,1,0,1.527642,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3634,09/06/2023 12:38:17.028,119.6969,9.3727,1,1,0,1.527646,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3635,09/06/2023 12:38:17.033,119.7018,9.3776,1,1,0,1.527658,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3636,09/06/2023 12:38:17.039,119.7073,9.3831,1,1,0,1.527664,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3637,09/06/2023 12:38:17.045,119.7138,9.3896,1,1,0,1.527649,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3638,09/06/2023 12:38:17.050,119.7188,9.3946,1,1,0,1.527652,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3639,09/06/2023 12:38:17.055,119.7234,9.3992,1,1,0,1.527682,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3640,09/06/2023 12:38:17.060,119.7285,9.4043,1,1,0,1.527687,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3641,09/06/2023 12:38:17.065,119.7331,9.4089,1,1,0,1.527699,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3642,09/06/2023 12:38:17.069,119.7379,9.4137,1,1,0,1.527714,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3643,09/06/2023 12:38:17.074,119.7425,9.4183,1,1,0,1.52773,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3644,09/06/2023 12:38:17.079,119.7474,9.4232,1,1,0,1.527735,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3645,09/06/2023 12:38:17.084,119.7521,9.4279,1,1,0,1.527741,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3646,09/06/2023 12:38:17.089,119.7572,9.433,1,1,0,1.527733,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3647,09/06/2023 12:38:17.094,119.7629,9.4387,1,1,0,1.527758,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3648,09/06/2023 12:38:17.100,119.7683,9.4441,1,1,0,1.527768,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3649,09/06/2023 12:38:17.104,119.773,9.4488,1,1,0,1.527764,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3650,09/06/2023 12:38:17.109,119.7777,9.4535,1,1,0,1.527759,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3651,09/06/2023 12:38:17.114,119.7827,9.4585,1,1,0,1.527771,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3652,09/06/2023 12:38:17.119,119.7874,9.4632,1,1,0,1.527791,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3653,09/06/2023 12:38:17.124,119.7924,9.4682,1,1,0,1.527788,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3654,09/06/2023 12:38:17.128,119.7969,9.4727,1,1,0,1.527786,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3655,09/06/2023 12:38:17.134,119.8021,9.4779,1,1,0,1.527787,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3656,09/06/2023 12:38:17.139,119.8074,9.4832,1,1,0,1.527791,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3657,09/06/2023 12:38:17.145,119.8138,9.4896,1,1,0,1.527799,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3658,09/06/2023 12:38:17.150,119.8185,9.4943,1,1,0,1.527801,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3659,09/06/2023 12:38:17.155,119.8233,9.4991,1,1,0,1.527801,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3660,09/06/2023 12:38:17.160,119.8282,9.504,1,1,0,1.527799,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3661,09/06/2023 12:38:17.164,119.8329,9.5087,1,1,0,1.52779,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3662,09/06/2023 12:38:17.169,119.8379,9.5137,1,1,0,1.527782,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3663,09/06/2023 12:38:17.174,119.8425,9.5183,1,1,0,1.527794,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3664,09/06/2023 12:38:17.179,119.8474,9.5232,1,1,0,1.527803,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3665,09/06/2023 12:38:17.183,119.8517,9.5275,1,1,0,1.52781,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3666,09/06/2023 12:38:17.188,119.857,9.5328,1,1,0,1.527804,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3667,09/06/2023 12:38:17.193,119.8612,9.537,1,1,0,1.527804,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3668,09/06/2023 12:38:17.199,119.8675,9.5433,1,1,0,1.527806,0,0.008868974,0.004983128,0.01608677,0.01096943,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
